haversine_km,euclidean_km,absolute_difference_km,percent_error
32.42509547201433,32.425060476111824,3.499590250299889e-05,0.00010792844860920577
32.82540521400216,32.825368905888034,3.6308114125915836e-05,0.00011060979716536165
33.22571495598999,33.22567730326561,3.765272438016609e-05,0.00011332404563766352
33.626024697977826,33.62598566784944,3.903012838435416e-05,0.00011607119406743707
34.02633443996566,34.02629399924444,4.0440721221557396e-05,0.0001188512423896525
34.426644181953485,34.426602297055474,4.188489801038031e-05,0.00012166419064550141
34.82695392394132,34.82691056088746,4.336305385521655e-05,0.00012451003883347722
35.22726366592915,35.22721879034529,4.4875583860459756e-05,0.00012738878695214183
35.62757340791698,35.62752698503385,4.642288312339815e-05,0.00013030043498017828
36.02788314990481,36.027835144558054,4.800534675553081e-05,0.00013324498293666097
36.42819289189264,36.42814326852278,4.9623369861251376e-05,0.00013622243082032052
36.828502633880476,36.82845135653294,5.127734753784807e-05,0.00013923277861064963
37.22881237586831,37.22875940819342,5.2967674889714544e-05,0.00014227602630710874
37.629122117856134,37.629067423109106,5.4694747028349866e-05,0.00014535217392806405
38.02943185984397,38.029375400884916,5.645895905104226e-05,0.0001484612214537404
38.42974160183179,38.42968334112573,5.8260706062185363e-05,0.00015160316888367605
38.830051343819626,38.82999124343646,6.010038316617283e-05,0.0001547780162174282
39.23036108580746,39.230299107421985,6.197838547450374e-05,0.00015798576347268424
39.63067082779529,39.6306069326872,6.389510809157173e-05,0.00016122641064848786
40.030980569783125,40.03091471883702,6.58509461075596e-05,0.0001644999577084213
40.43129031177096,40.43122246547633,6.784629462686098e-05,0.00016780640465265725
40.831600053758784,40.83153017221002,6.988154876097497e-05,0.00017114575149876343
41.23190979574662,41.231837838642996,7.195710362140062e-05,0.00017451799826362526
41.63221953773444,41.63214546438015,7.407335429121531e-05,0.0001779231448952103
42.032529279722276,42.03245304902639,7.623069588902354e-05,0.00018136119142799113
42.432839021710116,42.4327605921866,7.842952351921895e-05,0.00018483213786164927
42.83314876369794,42.83306809346566,8.067023227908976e-05,0.00018833598417928967
43.233458505685775,43.2333755524685,8.295321727302962e-05,0.00019187273038107782
43.6337682476736,43.6336829688,8.527887359832675e-05,0.00019544237645088911
44.034077989661434,44.03399034206506,8.764759637358566e-05,0.0001990449224215937
44.43438773164927,44.43429767186858,9.005978068898912e-05,0.00020268036826091398
44.8346974736371,44.834604957815436,9.251582166314165e-05,0.00020634871400111748
45.23500721562493,45.23491219951055,9.501611437912061e-05,0.00021004995959479023
45.63531695761276,45.63521939655881,9.756105394842507e-05,0.00021378410505846219
46.03562669960059,46.035526548565116,0.00010015103547544868,0.0002175511503926536
46.435936441588424,46.43583365513436,0.00010278645406458509,0.00022135109559786686
46.83624618357625,46.83614071587143,0.00010546770482022794,0.00022518394067458716
47.23655592556408,47.236447730381244,0.00010819518283966545,0.00022904968560824094
47.636865667551916,47.63675469826869,0.00011096928322729127,0.0002329483303996605
48.03717540953975,48.03706161913865,0.0001137904011017099,0.00023687987507923323
48.43748515152758,48.437368492596036,0.00011665893154599871,0.0002408443196029958
